_,15.3.29,0
_,15.5.31,0
1.1.1,1.1.1,1
1.2.2,1.2.2,1
1.3.3,1.3.3,1
1.4.4,1.4.4,1
1.5.5,1.5.5,1
2.1.6,2.1.6,1
3.1.7,3.1.7,1
4.1.8,4.1.8,1
5.1.9,5.1.9,1
6.1.10,6.1.10,1
6.2.11,6.2.11,1
6.3.12,6.3.12,1
6.4.13,6.4.13,1
6.5.14,6.5.14,1
7.1.15,7.1.15,1
8.1.16,8.1.16,1
9.1.17,9.1.17,1
9.2.18,9.2.18,1
9.3.19,9.3.19,1
10.1.20,10.1.20,1
10.2.21,10.2.21,1
10.3.22,10.3.22,1
11.1.23,11.1.23,1
12.1.24,12.1.24,1
13.1.25,13.1.25,1
14.1.26,14.1.26,1
15.1.27,15.1.27,1
15.2.28,15.2.28,1
15.3.29,15.4.30,1
16.1.30,16.1.32,1
17.1.31,17.1.33,1
17.2.32,17.2.34,1
18.1.33,18.1.35,1
18.2.34,18.2.36,1
18.3.35,18.3.37,1
18.4.36,18.4.38,1
18.5.37,18.5.39,1
18.6.38,18.6.40,1
18.7.39,18.7.41,1
19.1.40,19.1.42,1
19.2.41,19.2.43,1
19.3.42,19.3.44,1
20.1.43,20.1.45,1
21.1.44,21.1.46,1
21.2.45,21.2.47,1
21.3.46,21.3.48,1
21.4.47,21.4.49,1
21.5.48,21.5.50,1
21.6.49,21.6.51,1
21.7.50,21.7.52,1
21.8.51,21.8.53,1
22.1.52,22.1.54,1
22.2.53,22.2.55,1
22.3.54,22.3.56,1
22.4.55,22.4.57,1
22.5.56,22.5.58,1
23.1.57,23.1.59,1
23.2.58,23.2.60,1
23.3.59,23.3.61,1
23.4.60,23.4.62,1
23.5.61,23.5.63,1
23.6.62,23.6.64,1
23.7.63,23.7.65,1
23.8.64,23.8.66,1
23.9.65,23.9.67,1
23.10.66,23.10.68,1
23.11.67,23.11.69,1
23.12.68,23.12.70,1
23.13.69,23.13.71,1
23.14.70,23.14.72,1
23.15.71,23.15.73,1
23.16.72,23.16.74,1
23.17.73,23.17.75,1
24.1.74,24.1.76,1
24.2.75,24.2.77,1
24.3.76,24.3.78,1
25.1.77,25.1.79,1
25.2.78,25.2.80,1
25.3.79,25.3.81,1
25.4.80,25.4.82,1
25.5.81,25.5.83,1
25.6.82,25.6.84,1
25.7.83,25.7.85,1
26.1.84,26.1.86,1
27.1.85,27.1.87,1
28.1.86,28.1.88,1
29.1.87,29.1.89,1
29.2.88,29.2.90,1
29.3.89,29.3.91,1
29.4.90,29.4.92,1
29.5.91,29.5.93,1
29.6.92,29.6.94,1
29.7.93,29.7.95,1
29.8.94,29.8.96,1
29.9.95,29.9.97,1
30.1.96,30.1.98,1
31.1.97,31.1.99,1
31.2.98,31.2.100,1
31.3.99,31.3.101,1
31.4.100,31.4.102,1
31.5.101,31.5.103,1
31.6.102,31.6.104,1
31.7.103,31.7.105,1
31.8.104,31.8.106,1
31.9.105,31.9.107,1
31.10.106,31.10.108,1
31.11.107,31.11.109,1
32.1.108,32.1.110,1
33.1.109,33.1.111,1
33.2.110,33.2.112,1
34.1.111,34.1.113,1
34.2.112,34.2.114,1
34.3.113,34.3.115,1
34.4.114,34.4.116,1
35.1.115,35.1.117,1
35.2.116,35.2.118,1
35.3.117,35.3.119,1
35.4.118,35.4.120,1
35.5.119,35.5.121,1
35.6.120,35.6.122,1
35.7.121,35.7.123,1
35.8.122,35.8.124,1
35.9.123,35.9.125,1
35.10.124,35.10.126,1
35.11.125,35.11.127,1
35.12.126,35.12.128,1
35.13.127,35.13.129,1
35.14.128,35.14.130,1
35.15.129,35.15.131,1
35.16.130,35.16.132,1
35.17.131,35.17.133,1
36.1.132,36.1.134,1
37.1.133,37.1.135,1
37.2.134,37.2.136,1
37.3.135,37.3.137,1
37.4.136,37.4.138,1
37.5.137,37.5.139,1
37.6.138,37.6.140,1
37.7.139,37.7.141,1
37.8.140,37.8.142,1
38.1.141,38.1.143,1
38.2.142,38.2.144,1
38.3.143,38.3.145,1
38.4.144,38.4.146,1
38.5.145,38.5.147,1
38.6.146,38.6.148,1
38.7.147,38.7.149,1
39.1.148,39.1.150,1
40.1.149,40.1.151,1
40.2.150,40.2.152,1
40.3.151,40.3.153,1
40.4.152,40.4.154,1
40.5.153,40.5.155,1
40.6.154,40.6.156,1
40.7.155,40.7.157,1
40.8.156,40.8.158,1
40.9.157,40.9.159,1
40.10.158,40.10.160,1
41.1.159,41.1.161,1
42.1.160,42.1.162,1
42.2.161,42.2.163,1
42.3.162,42.3.164,1
43.1.163,43.1.165,1
43.2.164,43.2.166,1
43.3.165,43.3.167,1
43.4.166,43.4.168,1
43.5.167,43.5.169,1
43.6.168,43.6.170,1
43.7.169,43.7.171,1
43.8.170,43.8.172,1
43.9.171,43.9.173,1
43.10.172,43.10.174,1
43.11.173,43.11.175,1
43.12.174,43.12.176,1
43.13.175,43.13.177,1
44.1.176,44.1.178,1
45.1.177,45.1.179,1
45.2.178,45.2.180,1
45.3.179,45.3.181,1
46.1.180,46.1.182,1
