1.1.1,1.1.1,1
2.1.2,2.1.2,1
3.1.3,3.1.3,1
4.1.4,4.1.4,1
5.1.5,5.1.5,1
6.1.6,6.1.6,1
6.2.7,6.2.7,1
6.3.8,6.3.8,1
6.4.9,6.4.9,1
6.5.10,6.5.10,1
7.1.11,7.1.11,1
7.2.12,7.2.12,1
7.3.13,7.3.13,1
8.1.14,8.1.14,1
8.2.15,8.2.15,1
8.3.16,8.3.16,1
8.4.17,8.4.17,1
9.1.18,9.1.18,1
9.2.19,9.2.19,1
9.3.20,9.3.20,1
9.4.21,9.4.21,1
10.1.22,10.1.22,1
10.2.23,10.2.23,1
10.3.24,10.3.24,1
10.4.25,10.4.25,1
11.1.26,11.1.26,1
12.1.27,12.1.27,1
13.1.28,13.1.28,1
14.1.29,14.1.29,1
14.2.30,14.2.30,1
14.3.31,14.3.31,1
15.1.32,15.1.32,1
16.1.33,16.1.33,1
17.1.34,17.1.34,1
18.1.35,18.1.35,1
18.2.36,18.2.36,1
19.1.37,19.1.37,1
19.2.38,19.2.38,1
19.3.39,19.3.39,1
20.1.40,20.1.40,1
20.2.41,20.2.41,1
21.1.42,21.1.42,1
22.1.43,22.1.43,1
22.2.44,22.2.44,1
23.1.45,23.1.45,1
24.1.46,24.1.46,1
24.2.47,24.2.47,1
24.3.48,24.3.48,1
24.4.49,24.4.49,1
24.5.50,24.5.50,1
24.6.51,24.6.51,1
24.7.52,24.7.52,1
25.1.53,25.1.53,1
25.2.54,25.2.54,1
26.1.55,26.1.55,1
27.1.56,27.1.56,1
27.2.57,27.2.57,1
28.1.58,28.1.58,1
28.2.59,28.2.59,1
28.3.60,28.3.60,1
29.1.61,29.1.61,1
29.2.62,29.2.62,1
30.1.63,30.1.63,1
31.1.64,31.1.64,1
32.1.65,32.1.65,1
32.2.66,32.2.66,1
33.1.67,33.1.67,1
33.2.68,33.2.68,1
33.3.69,33.3.69,1
34.1.70,34.1.70,1
34.2.71,34.2.71,1
34.3.72,34.3.72,1
35.1.73,35.1.73,1
35.2.74,35.2.74,1
35.3.75,35.3.75,1
35.4.76,35.4.76,1
36.1.77,36.1.77,1
36.2.78,36.2.78,1
36.3.79,36.3.79,1
36.4.80,36.4.80,1
36.5.81,36.5.81,1
37.1.82,37.1.82,1
37.2.83,37.2.83,1
37.3.84,37.3.84,1
38.1.85,38.1.85,1
39.1.86,39.1.86,1
39.2.87,39.2.87,1
40.1.88,40.1.88,1
40.2.89,40.2.89,1
40.3.90,40.3.90,1
40.4.91,40.4.91,1
40.5.92,40.5.92,1
40.6.93,40.6.93,1
41.1.94,41.1.94,1
41.2.95,41.2.95,1
42.1.96,42.1.96,1
42.2.97,42.2.97,1
42.3.98,42.3.98,1
42.4.99,42.4.99,1
43.1.100,43.1.100,1
44.1.101,44.1.101,1
44.2.102,44.2.102,1
44.3.103,44.3.103,1
45.1.104,45.1.104,1
46.1.105,46.1.105,1
47.1.106,47.1.106,1
47.2.107,47.2.107,1
47.3.108,47.3.108,1
48.1.109,48.1.109,1
49.1.110,49.1.110,1
50.1.111,50.1.111,1
51.1.112,51.1.112,1
52.1.113,52.1.113,1
53.1.114,53.1.114,1
54.1.115,54.1.115,1
54.2.116,54.2.116,1
55.1.117,55.1.117,1
56.1.118,56.1.118,1
57.1.119,57.1.119,1
